Area,Item,Year,c_t,delta_c_t,delta_c_t_converted
Albania,Paper and paperboard,2006,47557.670292520226,47557.670292520226,1.601697683668176e-05
Albania,Paper and paperboard,2007,48691.01345214051,-1133.3431596202863,-3.81699335228052e-07
Albania,Paper and paperboard,2008,44262.134207749965,4428.879244390548,1.4916049468684948e-06
Albania,Paper and paperboard,2009,37352.71716317067,6909.4170445792915,2.327026788261457e-06
Albania,Paper and paperboard,2010,28299.810139051966,9052.907024118707,3.0489340881937255e-06
Albania,Paper and paperboard,2011,28357.334760781912,-57.524621729946375,-1.9373752501336106e-08
Albania,Paper and paperboard,2012,27807.417445977302,549.9173148046102,1.852069884655595e-07
Albania,Paper and paperboard,2013,27029.716921196825,777.7005247804773,2.6192223493427253e-07
Albania,Paper and paperboard,2014,25929.8822915876,1099.834629609224,3.704139769311202e-07
Albania,Paper and paperboard,2015,24374.481242026646,1555.4010495609546,5.238444698685451e-07
Albania,Paper and paperboard,2016,22220.03449938166,2154.4467426449846,7.255974348734341e-07
Albania,Paper and paperboard,2017,17903.264598459627,4316.769900922034,1.4538475725802677e-06
Albania,Paper and paperboard,2018,20624.665513019783,-2721.400914560156,-9.165422768551828e-07
Albania,Paper and paperboard,2019,24473.3075950453,-3848.6420820255153,-1.2961865184169153e-06
Albania,Paper and paperboard,2020,26800.370323104147,-2327.0627280588487,-7.837328780734281e-07
Albania,Paper and paperboard,2021,30091.333993617904,-3290.9636705137564,-1.108365665449141e-06
Albania,Paper and paperboard,2022,33453.38754763665,-3362.0535540187484,-1.1323080707523912e-06
Andorra,Paper and paperboard,2006,2045.7962707722531,2045.7962707722531,4.232375011083484e-05
Andorra,Paper and paperboard,2007,2451.581114011031,-405.78484323877774,-8.394939686501288e-06
Andorra,Paper and paperboard,2008,3025.4475427247507,-573.8664287137199,-1.187223755995426e-05
Andorra,Paper and paperboard,2009,2722.605213641964,302.8423290827868,6.265249009494344e-06
Andorra,Paper and paperboard,2010,2721.6281207865827,0.9770928553812155,2.021424832817108e-08
Andorra,Paper and paperboard,2011,2720.246302818805,1.3818179677778062,2.8587264138873855e-08
Andorra,Paper and paperboard,2012,2718.2921171080425,1.954185710762431,4.042849665634216e-08
Andorra,Paper and paperboard,2013,2715.528481172487,2.7636359355556124,5.717452827774771e-08
Andorra,Paper and paperboard,2014,2711.6201097509625,3.908371421524407,8.085699331267493e-08
Andorra,Paper and paperboard,2015,2706.0928378798512,5.527271871111225,1.1434905655549542e-07
Andorra,Paper and paperboard,2016,2698.2760950368024,7.816742843048814,1.6171398662534986e-07
Andorra,Paper and paperboard,2017,2687.22155129458,11.05454374222245,2.2869811311099084e-07
Andorra,Paper and paperboard,2018,2671.588065608482,15.633485686098084,3.234279732507091e-07
Andorra,Paper and paperboard,2019,2649.4789781240365,22.109087484445354,4.573962262219911e-07
Andorra,Paper and paperboard,2020,2618.212006751841,31.266971372195712,6.468559465014089e-07
Andorra,Paper and paperboard,2021,2573.9938317829506,44.21817496889025,9.147924524439728e-07
Andorra,Paper and paperboard,2022,2511.459889038559,62.533942744391425,1.2937118930028177e-06
Austria,Paper and paperboard,2006,2428245.437793728,2428245.437793728,0.0002803163130269719
Austria,Paper and paperboard,2007,2357169.2291920977,71076.2086016303,8.205027559836568e-06
Austria,Paper and paperboard,2008,2359329.5534514105,-2160.3242593128234,-2.493875297315543e-07
Austria,Paper and paperboard,2009,2374935.346029943,-15605.79257853236,-1.8015305081567612e-06
Austria,Paper and paperboard,2010,2366683.1107293265,8252.235300616361,9.526368865750157e-07
Austria,Paper and paperboard,2011,2368830.473731748,-2147.3630024213344,-2.478912840524855e-07
Austria,Paper and paperboard,2012,2399247.2301270887,-30416.756395340897,-3.5113060954531947e-06
Austria,Paper and paperboard,2013,2460457.6991975848,-61210.46907049604,-7.066127971018757e-06
Austria,Paper and paperboard,2014,2492091.3221613145,-31633.62296372978,-3.651781001567495e-06
Austria,Paper and paperboard,2015,2487675.2983565205,4416.023804794066,5.097851691318062e-07
Austria,Paper and paperboard,2016,2467842.1157324454,19833.182624075096,2.289539822557098e-06
Austria,Paper and paperboard,2017,2437641.5372549593,30200.578477486037,3.4863505469127718e-06
Austria,Paper and paperboard,2018,2385928.03569421,51713.501560749486,5.969799372667557e-06
Austria,Paper and paperboard,2019,2473746.57436516,-87818.5386709501,-1.013775979664722e-05
Austria,Paper and paperboard,2020,2502922.236555298,-29175.662190137897,-3.3680343543405078e-06
Austria,Paper and paperboard,2021,2497270.030221848,5652.206333450042,6.524899069922624e-07
Austria,Paper and paperboard,2022,2428336.032105255,68933.99811659288,7.95773108166877e-06
Belarus,Paper and paperboard,2006,486371.8110281984,486371.8110281984,2.268342652905502e-05
Belarus,Paper and paperboard,2007,481978.8702526349,4392.940775563475,2.048781345249608e-07
Belarus,Paper and paperboard,2008,475766.3138291313,6212.5564235036145,2.897414364788974e-07
Belarus,Paper and paperboard,2009,455074.4511544133,20691.862674718024,9.650278574718836e-07
Belarus,Paper and paperboard,2010,440922.98067836347,14151.470476049813,6.599968039738149e-07
Belarus,Paper and paperboard,2011,434225.0416089916,6697.939069371845,3.123787302866012e-07
Belarus,Paper and paperboard,2012,443441.1610382464,-9216.119429254788,-4.2982171913819476e-07
Belarus,Paper and paperboard,2013,464546.0184274104,-21104.857389163983,-9.842891202539896e-07
Belarus,Paper and paperboard,2014,471532.3503969798,-6986.331969569379,-3.258288090428156e-07
Belarus,Paper and paperboard,2015,498540.77469891007,-27008.424301930296,-1.2596198924917968e-06
Belarus,Paper and paperboard,2016,522722.08904976095,-24181.31435085088,-1.1277690339288771e-06
Belarus,Paper and paperboard,2017,544509.281141081,-21787.19209132006,-1.0161118713543504e-06
Belarus,Paper and paperboard,2018,470249.2751497165,74260.00599136454,3.463340908658545e-06
Belarus,Paper and paperboard,2019,411327.6628219567,58921.612327759794,2.747988337121603e-06
Belarus,Paper and paperboard,2020,424810.7140871665,-13483.051265209797,-6.28823044072628e-07
Belarus,Paper and paperboard,2021,443878.62804859784,-19067.91396143136,-8.892900772602425e-07
Belarus,Paper and paperboard,2022,470844.73057901737,-26966.102530419535,-1.2576460881452534e-06
Belgium,Paper and paperboard,2006,1971287.8868525068,1971287.8868525068,0.0006252004936484801
Belgium,Paper and paperboard,2007,2056345.5520815938,-85057.665229087,-2.6976320731478814e-05
Belgium,Paper and paperboard,2008,2285223.2857560082,-228877.73367441446,-7.258933260471847e-05
Belgium,Paper and paperboard,2009,2418356.9770815405,-133133.69132553227,-4.2223791914465744e-05
Belgium,Paper and paperboard,2010,2541575.0912412102,-123218.11415966973,-3.907903371843941e-05
Belgium,Paper and paperboard,2011,2663208.9610231165,-121633.86978190625,-3.857658535783034e-05
Belgium,Paper and paperboard,2012,2851090.4879076346,-187881.5268845181,-5.9587249604207404e-05
Belgium,Paper and paperboard,2013,3157722.8532088217,-306632.36530118715,-9.724947199923969e-05
Belgium,Paper and paperboard,2014,3390503.7737055034,-232780.9204966817,-7.38272412553824e-05
Belgium,Paper and paperboard,2015,3261734.514468638,128769.25923686521,4.083959779724491e-05
Belgium,Paper and paperboard,2016,2968773.5113442964,292961.00312434183,9.291355412604762e-05
Belgium,Paper and paperboard,2017,2900534.4715546104,68239.03978968598,2.1642237872586304e-05
Belgium,Paper and paperboard,2018,2938476.899227876,-37942.4276732658,-1.2033566821852235e-05
Belgium,Paper and paperboard,2019,2878972.707667188,59504.19156068843,1.8871951776305724e-05
Belgium,Paper and paperboard,2020,2814354.892832498,64617.81483468972,2.0493754363619634e-05
Belgium,Paper and paperboard,2021,2669269.7642913787,145085.1285411194,4.601422987983276e-05
Belgium,Paper and paperboard,2022,2601550.0916571883,67719.67263419041,2.1477518856066047e-05
Bosnia and Herzegovina,Paper and paperboard,2006,140775.4251797678,140775.4251797678,2.6622568087783988e-05
Bosnia and Herzegovina,Paper and paperboard,2007,145456.30251594522,-4680.877336177422,-8.852182505136435e-07
Bosnia and Herzegovina,Paper and paperboard,2008,155638.48954435927,-10182.187028414046,-1.9255915377300013e-06
Bosnia and Herzegovina,Paper and paperboard,2009,138345.59859307762,17292.890951281646,3.2703233976897626e-06
Bosnia and Herzegovina,Paper and paperboard,2010,132924.74552055815,5420.853072519472,1.0251578344212586e-06
Bosnia and Herzegovina,Paper and paperboard,2011,128774.78297648137,4149.962544076785,7.848149650434585e-07
Bosnia and Herzegovina,Paper and paperboard,2012,128764.9342850756,9.848691405772115,1.862522931050782e-09
Bosnia and Herzegovina,Paper and paperboard,2013,123593.33197148939,5171.602313586205,9.780210895514843e-07
Bosnia and Herzegovina,Paper and paperboard,2014,125245.6379324809,-1652.3059609915072,-3.1247377084583493e-07
Bosnia and Herzegovina,Paper and paperboard,2015,122264.55264606632,2981.085286414571,5.637642075079248e-07
Bosnia and Herzegovina,Paper and paperboard,2016,126877.66558302053,-4613.112936954203,-8.724030710890802e-07
Bosnia and Herzegovina,Paper and paperboard,2017,121846.77802444935,5030.887558571179,9.514099950258626e-07
Bosnia and Herzegovina,Paper and paperboard,2018,128084.2073537843,-6237.429329334947,-1.1795836297486532e-06
Bosnia and Herzegovina,Paper and paperboard,2019,135145.2779933144,-7061.0706395301095,-1.3353455237907512e-06
Bosnia and Herzegovina,Paper and paperboard,2020,137812.47543972335,-2667.1974464089435,-5.044037020659688e-07
Bosnia and Herzegovina,Paper and paperboard,2021,138804.20038119526,-991.7249414719117,-1.8754881929835638e-07
Bosnia and Herzegovina,Paper and paperboard,2022,133640.21725540137,5163.983125793893,9.765801964018778e-07
Bulgaria,Paper and paperboard,2006,601374.1091241733,601374.1091241733,5.251254154153129e-05
Bulgaria,Paper and paperboard,2007,581942.425041473,19431.68408270029,1.696792565780405e-06
Bulgaria,Paper and paperboard,2008,583775.293696588,-1832.8686551150167,-1.6004778046077176e-07
Bulgaria,Paper and paperboard,2009,577814.7683233066,5960.525373281445,5.204785698699969e-07
Bulgaria,Paper and paperboard,2010,562151.555666792,15663.212656514603,1.3677261671556707e-06
Bulgaria,Paper and paperboard,2011,548645.3118311585,13506.243835633504,1.1793776614721337e-06
Bulgaria,Paper and paperboard,2012,536567.4708642461,12077.840966912336,1.0546482063065228e-06
Bulgaria,Paper and paperboard,2013,525309.4541006121,11258.016763634048,9.830604011811867e-07
Bulgaria,Paper and paperboard,2014,516994.82597741403,8314.628123198054,7.260409919504319e-07
Bulgaria,Paper and paperboard,2015,513419.13434804167,3575.6916293723625,3.122326890670162e-07
Bulgaria,Paper and paperboard,2016,511429.629155652,1989.5051923896535,1.7372542727954688e-07
Bulgaria,Paper and paperboard,2017,515416.0337692094,-3986.404613557388,-3.4809652543182565e-07
Bulgaria,Paper and paperboard,2018,528433.6990710476,-13017.665301838191,-1.1367145335406829e-06
Bulgaria,Paper and paperboard,2019,552617.17347672,-24183.4744056724,-2.1117232768732497e-06
Bulgaria,Paper and paperboard,2020,550923.0906177143,1694.0828590056626,1.4792887681495136e-07
Bulgaria,Paper and paperboard,2021,539887.9491801905,11035.141437523882,9.635987222639026e-07
Bulgaria,Paper and paperboard,2022,559712.8213233456,-19824.872143155197,-1.731126109651029e-06
Croatia,Paper and paperboard,2006,583368.7364192558,583368.7364192558,9.980225921490238e-05
Croatia,Paper and paperboard,2007,575075.5890718063,8293.147347449558,1.418785048986079e-06
Croatia,Paper and paperboard,2008,580608.9267760759,-5533.337704269565,-9.466390113305969e-07
Croatia,Paper and paperboard,2009,577666.6745156525,2942.252260423382,5.033581754360093e-07
Croatia,Paper and paperboard,2010,580577.9493120277,-2911.27479637519,-4.980585755367508e-07
Croatia,Paper and paperboard,2011,586727.3581331577,-6149.408821130055,-1.052035967768689e-06
Croatia,Paper and paperboard,2012,604629.02488253,-17901.666749372263,-3.0626029023530593e-06
Croatia,Paper and paperboard,2013,616970.1727117471,-12341.147829217138,-2.111313750238028e-06
Croatia,Paper and paperboard,2014,657249.4873146581,-40279.31460291101,-6.8909530902754005e-06
Croatia,Paper and paperboard,2015,707338.2948815196,-50088.807566861506,-8.56915334071075e-06
Croatia,Paper and paperboard,2016,714250.6928720782,-6912.397990558529,-1.1825675477310706e-06
Croatia,Paper and paperboard,2017,717900.0332258946,-3649.3403538163984,-6.243262437931458e-07
Croatia,Paper and paperboard,2018,726545.8823496383,-8645.849123743712,-1.4791249882144433e-06
Croatia,Paper and paperboard,2019,730366.6473527623,-3820.765003124019,-6.53653436386695e-07
Croatia,Paper and paperboard,2020,720489.8904337485,9876.756919013802,1.689707714342745e-06
Croatia,Paper and paperboard,2021,664068.2557776514,56421.63465609704,9.652568359833085e-06
Croatia,Paper and paperboard,2022,636420.3451704467,27647.910607204773,4.729982546043789e-06
Czechia,Paper and paperboard,2006,1654808.7731342074,1654808.7731342074,0.00020315410968646763
Czechia,Paper and paperboard,2007,1596488.4320101459,58320.341124061495,7.1597499179495264e-06
Czechia,Paper and paperboard,2008,1586786.503061745,9701.928948400775,1.19106616411072e-06
Czechia,Paper and paperboard,2009,1575231.046906254,11555.456155491062,1.4186161237491881e-06
Czechia,Paper and paperboard,2010,1521752.248899923,53478.79800633108,6.565373457321834e-06
Czechia,Paper and paperboard,2011,1464964.8303350683,56787.418564854655,6.971559280584136e-06
Czechia,Paper and paperboard,2012,1476033.3864704352,-11068.556135366904,-1.3588413982941735e-06
Czechia,Paper and paperboard,2013,1470319.0495919976,5714.336878437549,7.015257834225773e-07
Czechia,Paper and paperboard,2014,1467332.2118068181,2986.837785179494,3.666818673415563e-07
Czechia,Paper and paperboard,2015,1503610.0248907036,-36277.81308388547,-4.453678840770276e-06
Czechia,Paper and paperboard,2016,1522382.0754893217,-18772.05059861811,-2.3045679284915748e-06
Czechia,Paper and paperboard,2017,1528099.7191606038,-5717.643671282101,-7.019317448648656e-07
Czechia,Paper and paperboard,2018,1574181.8313920717,-46082.11223146785,-5.657312575835902e-06
Czechia,Paper and paperboard,2019,1647268.9500727237,-73087.118680652,-8.972606845076753e-06
Czechia,Paper and paperboard,2020,1633663.5512454144,13605.398827309255,1.6702792072200104e-06
Czechia,Paper and paperboard,2021,1606169.9638819324,27493.587363481987,3.3752753512035638e-06
Czechia,Paper and paperboard,2022,1568857.1042067555,37312.85967517691,4.580747280430266e-06
Denmark,Paper and paperboard,2006,930449.3952627559,930449.3952627559,0.00020904681862969797
Denmark,Paper and paperboard,2007,962530.1704397155,-32080.775176959578,-7.207682678996341e-06
Denmark,Paper and paperboard,2008,1007899.2377864141,-45369.067346698605,-1.0193202597918324e-05
Denmark,Paper and paperboard,2009,1072060.7881403335,-64161.55035391939,-1.4415365357992736e-05
Denmark,Paper and paperboard,2010,1133964.4925213894,-61903.7043810559,-1.3908088422797677e-05
Denmark,Paper and paperboard,2011,1186480.5586438095,-52516.06612242013,-1.1798939959264037e-05
Denmark,Paper and paperboard,2012,1260749.4915966184,-74268.93295280891,-1.6686220912017082e-05
Denmark,Paper and paperboard,2013,1350001.7342828247,-89252.24268620624,-2.0052565442151977e-05
Denmark,Paper and paperboard,2014,1394536.8348941738,-44535.1006113491,-1.00058328239624e-05
Denmark,Paper and paperboard,2015,1376645.8905567671,17890.94433740666,4.019611399671764e-06
Denmark,Paper and paperboard,2016,1441765.311957032,-65119.42140026484,-1.4630573080105842e-05
Denmark,Paper and paperboard,2017,1456800.758450997,-15035.446493965108,-3.378058250392917e-06
Denmark,Paper and paperboard,2018,1447600.7269816103,9200.03146938677,2.066998291105659e-06
Denmark,Paper and paperboard,2019,1465338.9217020455,-17738.19472043519,-3.985292691274116e-06
Denmark,Paper and paperboard,2020,1392608.67535355,72730.2463484956,1.634051963998928e-05
Denmark,Paper and paperboard,2021,1298488.8264479628,94119.8489055871,2.114618493364119e-05
Denmark,Paper and paperboard,2022,1198978.5134545,99510.3129934629,2.2357276449467098e-05
Estonia,Paper and paperboard,2006,151609.19771606705,151609.19771606705,3.23758533721532e-05
Estonia,Paper and paperboard,2007,155252.57882421953,-3643.3811081524764,-7.780370473124459e-07
Estonia,Paper and paperboard,2008,159060.881567829,-3808.302743609471,-8.132557462297181e-07
Estonia,Paper and paperboard,2009,153904.71259908905,5156.1689687399485,1.101089993277365e-06
Estonia,Paper and paperboard,2010,153231.42683211155,673.2857669774967,1.4377888411522828e-07
Estonia,Paper and paperboard,2011,148127.55307510484,5103.873757006717,1.0899224511186652e-06
Estonia,Paper and paperboard,2012,142623.88812884068,5503.664946264151,1.175297092749037e-06
Estonia,Paper and paperboard,2013,140013.89412423054,2609.99400461014,5.573592134806327e-07
Estonia,Paper and paperboard,2014,129534.81317667148,10479.080947559065,2.237787636529006e-06
Estonia,Paper and paperboard,2015,126468.39454602085,3066.418630650631,6.548278169079875e-07
Estonia,Paper and paperboard,2016,127486.07740208908,-1017.6828560682334,-2.1732422190588146e-07
Estonia,Paper and paperboard,2017,125371.17766006177,2114.899742027308,4.5163278334151057e-07
Estonia,Paper and paperboard,2018,127337.66077763059,-1966.483117568816,-4.1993869786486905e-07
Estonia,Paper and paperboard,2019,135867.48492851295,-8529.824150882356,-1.8215275864490098e-06
Estonia,Paper and paperboard,2020,136862.03626886784,-994.5513403548975,-2.1238453109363168e-07
Estonia,Paper and paperboard,2021,135742.5436942707,1119.492574597156,2.390654920175118e-07
Estonia,Paper and paperboard,2022,141578.60355585185,-5836.059861581161,-1.2462793893515628e-06
Faroe Islands,Paper and paperboard,2006,-55.975554696481936,-55.975554696481936,-3.873899087850302e-07
Faroe Islands,Paper and paperboard,2007,291.84782898957593,-347.82338368605787,-2.407180591779131e-06
Faroe Islands,Paper and paperboard,2008,783.7443755088997,-491.89654651932375,-3.4042674399753405e-06
Faroe Islands,Paper and paperboard,2009,1561.068545263699,-777.3241697547993,-5.379625817922209e-06
Faroe Islands,Paper and paperboard,2010,1557.9567234504902,3.111821813208735,2.15359789627947e-08
Faroe Islands,Paper and paperboard,2011,1553.5559428385618,4.40078061192844,3.045647352816738e-08
Faroe Islands,Paper and paperboard,2012,1547.3322992121439,6.223643626417925,4.3071957925592546e-08
Faroe Islands,Paper and paperboard,2013,1538.530737988287,8.80156122385688,6.091294705633476e-08
Faroe Islands,Paper and paperboard,2014,1526.0834507354516,12.447287252835395,8.614391585118194e-08
Faroe Islands,Paper and paperboard,2015,1508.4803282877378,17.60312244771376,1.2182589411266952e-07
Faroe Islands,Paper and paperboard,2016,1483.585753782067,24.89457450567079,1.7228783170236389e-07
Faroe Islands,Paper and paperboard,2017,1448.37950888664,35.20624489542706,2.436517882253359e-07
Faroe Islands,Paper and paperboard,2018,1398.5903598752984,49.78914901134158,3.4457566340472777e-07
Faroe Islands,Paper and paperboard,2019,1328.1778700844438,70.41248979085458,4.873035764506749e-07
Faroe Islands,Paper and paperboard,2020,1228.5995720617605,99.57829802268338,6.891513268094572e-07
Faroe Islands,Paper and paperboard,2021,1087.7745924800515,140.82497958170893,9.746071529013486e-07
Faroe Islands,Paper and paperboard,2022,888.6179964346848,199.15659604536677,1.3783026536189145e-06
Finland,Paper and paperboard,2006,863838.6280260007,863838.6280260007,2.4710999731389336e-05
Finland,Paper and paperboard,2007,930121.658731301,-66283.03070530028,-1.8960948269901244e-06
Finland,Paper and paperboard,2008,1001076.6389876679,-70954.98025636689,-2.02974078858053e-06
Finland,Paper and paperboard,2009,1077875.508331136,-76798.86934346822,-2.196911295868013e-06
Finland,Paper and paperboard,2010,1137514.6014792856,-59639.09314814955,-1.7060381035887977e-06
Finland,Paper and paperboard,2011,1217822.0598884763,-80307.45840919064,-2.2972781244025815e-06
Finland,Paper and paperboard,2012,1283868.3219915126,-66046.26210303628,-1.889321815599887e-06
Finland,Paper and paperboard,2013,1425118.1870449004,-141249.86505338782,-4.04059886204578e-06
Finland,Paper and paperboard,2014,1509394.8898196742,-84276.70277477382,-2.41082247547644e-06
Finland,Paper and paperboard,2015,1591075.45164617,-81680.56182649592,-2.3365571715247708e-06
Finland,Paper and paperboard,2016,1592144.8641435415,-1069.4124973714352,-3.0591653438418045e-08
Finland,Paper and paperboard,2017,1626277.9042408373,-34133.04009729577,-9.764110069993187e-07
Finland,Paper and paperboard,2018,1660435.2727580296,-34157.36851719231,-9.771069466783562e-07
Finland,Paper and paperboard,2019,1718052.3104416449,-57617.03768361523,-1.6481951102103424e-06
Finland,Paper and paperboard,2020,1612348.497012244,105703.81342940079,3.023767195071683e-06
Finland,Paper and paperboard,2021,1486580.4018628618,125768.09514938225,3.5977267797755736e-06
Finland,Paper and paperboard,2022,1298421.0272917997,188159.37457106216,5.382494025659563e-06
France,Paper and paperboard,2006,9404277.141691368,9404277.141691368,0.0001650418120394821
France,Paper and paperboard,2007,9472260.124256432,-67982.98256506398,-1.1930778369605497e-06
France,Paper and paperboard,2008,9745463.499131652,-273203.37487521954,-4.79462476119655e-06
France,Paper and paperboard,2009,9882575.980715375,-137112.4815837238,-2.4062766412409237e-06
France,Paper and paperboard,2010,9958018.237943517,-75442.25722814165,-1.3239855280404748e-06
France,Paper and paperboard,2011,10019087.565336982,-61069.327393464744,-1.0717455792925606e-06
France,Paper and paperboard,2012,10148762.425085928,-129674.8597489465,-2.2757489498105865e-06
France,Paper and paperboard,2013,10306255.865160901,-157493.4400749728,-2.7639554154643124e-06
France,Paper and paperboard,2014,10484561.023380056,-178305.15821915492,-3.1291938726492345e-06
France,Paper and paperboard,2015,10761214.742187453,-276653.7188073974,-4.855177104151391e-06
France,Paper and paperboard,2016,10922144.82940568,-160930.08721822686,-2.824267384509596e-06
France,Paper and paperboard,2017,11055523.38005629,-133378.55065060966,-2.340747444477949e-06
France,Paper and paperboard,2018,11126205.12045845,-70681.74040216021,-1.240440103829049e-06
France,Paper and paperboard,2019,11444256.242882356,-318051.1224239059,-5.581687223287414e-06
France,Paper and paperboard,2020,11283129.632629054,161126.61025330238,2.827716295821723e-06
France,Paper and paperboard,2021,10813731.964310516,469397.668318538,8.23776677135083e-06
France,Paper and paperboard,2022,10237159.33844813,576572.6258623861,1.011865021744523e-05
Germany,Paper and paperboard,2006,21430237.207732588,21430237.207732588,0.0005811652143213006
Germany,Paper and paperboard,2007,21504403.862092152,-74166.65435956419,-2.0113206941459904e-06
Germany,Paper and paperboard,2008,22079427.863040768,-575024.0009486154,-1.559403862457535e-05
Germany,Paper and paperboard,2009,22572797.432498015,-493369.56945724785,-1.337965738754258e-05
Germany,Paper and paperboard,2010,22676788.489528865,-103991.05703084916,-2.8201267377957513e-06
Germany,Paper and paperboard,2011,22614151.244490996,62637.24503786862,1.6986553897683283e-06
Germany,Paper and paperboard,2012,22535270.878670763,78880.36582023278,2.1391515298354693e-06
Germany,Paper and paperboard,2013,22379879.04170163,155391.83696913347,4.2140611585653114e-06
Germany,Paper and paperboard,2014,22326452.98306051,53426.05864112079,1.448857822689238e-06
Germany,Paper and paperboard,2015,22377424.19026764,-50971.20720713213,-1.3822848657064667e-06
Germany,Paper and paperboard,2016,22385069.968307316,-7645.778039675206,-2.073453592701073e-07
Germany,Paper and paperboard,2017,22310513.694917236,74556.27339008078,2.0218867473902416e-06
Germany,Paper and paperboard,2018,22341438.16320526,-30924.468288023025,-8.386386518342558e-07
Germany,Paper and paperboard,2019,23061602.523850955,-720164.3606456965,-1.953009063521707e-05
Germany,Paper and paperboard,2020,23101613.134334866,-40010.61048391089,-1.085045153332131e-06
Germany,Paper and paperboard,2021,23038218.57712514,63394.55720972642,1.7191928894889135e-06
Germany,Paper and paperboard,2022,22166342.036282297,871876.5408428423,2.3644363420196415e-05
Gibraltar,Paper and paperboard,2006,249.93196325432825,249.93196325432825,0.00036117244564368145
Gibraltar,Paper and paperboard,2007,234.40197541140202,15.529987842926232,2.244212231605864e-05
Gibraltar,Paper and paperboard,2008,212.43925598044643,21.962719430955588,3.173795374780606e-05
Gibraltar,Paper and paperboard,2009,187.37818555433907,25.061070426107364,3.6215328277300625e-05
Gibraltar,Paper and paperboard,2010,187.46845717787184,-0.09027162353277163,-1.3044999374641696e-07
Gibraltar,Paper and paperboard,2011,187.5961205321693,-0.12766335429745368,-1.8448415036762467e-07
Gibraltar,Paper and paperboard,2012,187.7766637792348,-0.18054324706551483,-2.608999874927929e-07
Gibraltar,Paper and paperboard,2013,188.03199048782972,-0.25532670859490736,-3.6896830073524935e-07
Gibraltar,Paper and paperboard,2014,188.39307698196075,-0.36108649413102967,-5.217999749855858e-07
Gibraltar,Paper and paperboard,2015,188.9037303991506,-0.5106534171898431,-7.379366014705399e-07
Gibraltar,Paper and paperboard,2016,189.62590338741262,-0.7221729882620309,-1.0435999499711302e-06
Gibraltar,Paper and paperboard,2017,190.6472102217923,-1.0213068343796863,-1.4758732029410798e-06
Gibraltar,Paper and paperboard,2018,192.0915561983164,-1.4443459765240902,-2.0871998999423016e-06
Gibraltar,Paper and paperboard,2019,194.13416986707577,-2.0426136687593726,-2.9517464058821595e-06
Gibraltar,Paper and paperboard,2020,197.02286182012392,-2.888691953048152,-4.1743997998845625e-06
Gibraltar,Paper and paperboard,2021,201.10808915764264,-4.085227337518717,-5.903492811764277e-06
Gibraltar,Paper and paperboard,2022,206.88547306373897,-5.777383906096333,-8.348799599769167e-06
Greece,Paper and paperboard,2006,1098006.3969070907,1098006.3969070907,8.05638197028181e-05
Greece,Paper and paperboard,2007,1100156.605348087,-2150.208440996241,-1.5776684512208421e-07
Greece,Paper and paperboard,2008,1103197.4592872728,-3040.8539391858503,-2.2311601206445663e-07
Greece,Paper and paperboard,2009,1095700.3367946001,7497.122492672643,5.500849780939199e-07
Greece,Paper and paperboard,2010,1093244.779283675,2455.557510925224,1.8017116579405508e-07
Greece,Paper and paperboard,2011,1114183.4878674434,-20938.708583768457,-1.536331981220061e-06
Greece,Paper and paperboard,2012,1125265.5980863355,-11082.110218892107,-8.13125617588846e-07
Greece,Paper and paperboard,2013,1140938.0686576061,-15672.470571270678,-1.1499332763071443e-06
Greece,Paper and paperboard,2014,1163102.2890953904,-22164.220437784214,-1.626251235177692e-06
Greece,Paper and paperboard,2015,1203466.8150230837,-40364.52592769335,-2.961658874109072e-06
Greece,Paper and paperboard,2016,1284142.7235983626,-80675.90857527894,-5.919418476183776e-06
Greece,Paper and paperboard,2017,1332770.557471197,-48627.83387283445,-3.567961035295427e-06
Greece,Paper and paperboard,2018,1303761.3126346443,29009.244836552767,2.128489940778278e-06
Greece,Paper and paperboard,2019,1278243.6767032817,25517.63593136263,1.8723007681988993e-06
Greece,Paper and paperboard,2020,1228190.838444763,50052.838258518605,3.672517617777431e-06
Greece,Paper and paperboard,2021,1279461.469430327,-51270.630985563854,-3.761870497663592e-06
Greece,Paper and paperboard,2022,1168601.0155011595,110860.45392916747,8.134143523826625e-06
Holy See,Paper and paperboard,2019,0.0,0.0,0.0
Holy See,Paper and paperboard,2020,0.0,0.0,0.0
Holy See,Paper and paperboard,2021,0.0,0.0,0.0
Holy See,Paper and paperboard,2022,0.0,0.0,0.0
Hungary,Paper and paperboard,2006,1081477.5587230725,1081477.5587230725,0.00011255430303755724
Hungary,Paper and paperboard,2007,1035087.9837542479,46389.57496882463,4.827974687694437e-06
Hungary,Paper and paperboard,2008,1031105.8183257176,3982.1654285303084,4.14442122051702e-07
Hungary,Paper and paperboard,2009,1020348.3521517501,10757.466173967463,1.1195785783022868e-06
Hungary,Paper and paperboard,2010,1003667.1116201209,16681.240531629184,1.7360927988706841e-06
Hungary,Paper and paperboard,2011,978123.8620881615,25543.249531959416,2.6584025023863552e-06
Hungary,Paper and paperboard,2012,955454.8737620909,22668.988326070597,2.359265026839769e-06
Hungary,Paper and paperboard,2013,953005.2950254343,2449.5787366565783,2.5493883365045463e-07
Hungary,Paper and paperboard,2014,945924.6505908291,7080.644434605259,7.369149669039278e-07
Hungary,Paper and paperboard,2015,952407.6352111169,-6482.984620287782,-6.747137836140166e-07
Hungary,Paper and paperboard,2016,975944.7224456258,-23537.087234508945,-2.44961204034813e-06
