Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2006,2006,m3,396928,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2006,2006,m3,210026,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2006,2006,m3,308842,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2007,2007,m3,352189,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2007,2007,m3,248132,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2007,2007,m3,305581,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2008,2008,m3,373566,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2008,2008,m3,170701,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2008,2008,m3,269602,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2009,2009,m3,182000,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2009,2009,m3,127564,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2009,2009,m3,177713,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2010,2010,m3,279417,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2010,2010,m3,173167,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2010,2010,m3,248644,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2011,2011,m3,318610,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2011,2011,m3,189281,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2011,2011,m3,265281,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2012,2012,m3,280188,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2012,2012,m3,175722,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2012,2012,m3,266290,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2013,2013,m3,291742,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2013,2013,m3,199464,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2013,2013,m3,284825,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2014,2014,m3,303609,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2014,2014,m3,202428,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2014,2014,m3,294472,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2015,2015,m3,379367,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2015,2015,m3,223187,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2015,2015,m3,268123,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2016,2016,m3,341328,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2016,2016,m3,248076,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2016,2016,m3,254179,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2017,2017,m3,402000,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2017,2017,m3,268369,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2017,2017,m3,284093,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2018,2018,m3,425537,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2018,2018,m3,317972,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2018,2018,m3,298599,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2019,2019,m3,423833,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2019,2019,m3,286580,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2019,2019,m3,326793,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2020,2020,m3,435000,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2020,2020,m3,280503,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2020,2020,m3,337976,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2021,2021,m3,494110,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2021,2021,m3,314458,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2021,2021,m3,392598,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5516,Production,1873,Wood-based panels,2022,2022,m3,365000,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5616,Import Quantity,1873,Wood-based panels,2022,2022,m3,348337,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5916,Export Quantity,1873,Wood-based panels,2022,2022,m3,320214,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2006,2006,t,77994,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2006,2006,t,139238,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2006,2006,t,108033,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2007,2007,t,77700,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2007,2007,t,147590,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2007,2007,t,100013,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2008,2008,t,68374,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2008,2008,t,148763,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2008,2008,t,97334,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2009,2009,t,63378,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2009,2009,t,119708,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2009,2009,t,87269,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2010,2010,t,75671,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2010,2010,t,136516,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2010,2010,t,103912,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2011,2011,t,74001,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2011,2011,t,138512,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2011,2011,t,93495,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2012,2012,t,78177,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2012,2012,t,141344,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2012,2012,t,108205,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2013,2013,t,73042,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2013,2013,t,151896,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2013,2013,t,102019,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2014,2014,t,73636,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2014,2014,t,166017,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2014,2014,t,91264,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2015,2015,t,69863,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2015,2015,t,154330,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2015,2015,t,90514,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2016,2016,t,73791,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2016,2016,t,156972,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2016,2016,t,85873,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2017,2017,t,76778,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2017,2017,t,159442,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2017,2017,t,87615,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2018,2018,t,76734,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2018,2018,t,149123,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2018,2018,t,86249,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2019,2019,t,76073,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2019,2019,t,142000,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2019,2019,t,64122,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2020,2020,t,69100,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2020,2020,t,133172,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2020,2020,t,71166,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2021,2021,t,72853,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2021,2021,t,138468,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2021,2021,t,83128,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5510,Production,1876,Paper and paperboard,2022,2022,t,56750,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5610,Import Quantity,1876,Paper and paperboard,2022,2022,t,123027,E,Estimated value,
FO,Forestry Production and Trade,233,Estonia,5910,Export Quantity,1876,Paper and paperboard,2022,2022,t,59382,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2006,2006,m3,1214,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2006,2006,m3,43,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2007,2007,m3,1214,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2007,2007,m3,43,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2008,2008,m3,1214,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2008,2008,m3,43,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2009,2009,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2009,2009,m3,1214,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2009,2009,m3,43,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2010,2010,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2010,2010,m3,2339,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2010,2010,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2011,2011,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2011,2011,m3,3726,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2011,2011,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2012,2012,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2012,2012,m3,3320,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2012,2012,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2013,2013,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2013,2013,m3,3621,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2013,2013,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2014,2014,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2014,2014,m3,2396,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2014,2014,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2015,2015,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2015,2015,m3,2324,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2015,2015,m3,2,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2016,2016,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2016,2016,m3,4196,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2016,2016,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2017,2017,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2017,2017,m3,4292,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2017,2017,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2018,2018,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2018,2018,m3,3908,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2018,2018,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2019,2019,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2019,2019,m3,4268,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2019,2019,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2020,2020,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2020,2020,m3,6316,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2020,2020,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2021,2021,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2021,2021,m3,3246,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2021,2021,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1861,Roundwood,2022,2022,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1861,Roundwood,2022,2022,m3,3139,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1861,Roundwood,2022,2022,m3,11,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2006,2006,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2007,2007,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2008,2008,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2009,2009,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2009,2009,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2010,2010,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2010,2010,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2011,2011,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2011,2011,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2012,2012,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2012,2012,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2013,2013,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2013,2013,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2014,2014,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2014,2014,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2015,2015,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2015,2015,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2016,2016,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2016,2016,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2017,2017,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2018,2018,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2019,2019,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2019,2019,m3,126,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1864,Wood fuel,2019,2019,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2020,2020,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2020,2020,m3,82,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1864,Wood fuel,2020,2020,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2021,2021,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2021,2021,m3,82,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1864,Wood fuel,2021,2021,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1864,Wood fuel,2022,2022,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1864,Wood fuel,2022,2022,m3,9,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1864,Wood fuel,2022,2022,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2006,2006,m3,3610,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2006,2006,m3,89,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2007,2007,m3,3610,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2007,2007,m3,89,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2008,2008,m3,3610,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2008,2008,m3,89,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2009,2009,m3,3610,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2009,2009,m3,89,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2010,2010,m3,22966,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2010,2010,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2011,2011,m3,12411,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2011,2011,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2012,2012,m3,13350,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2012,2012,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2013,2013,m3,12180,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2013,2013,m3,89,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2014,2014,m3,11497,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2014,2014,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1872,Sawnwood,2015,2015,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2015,2015,m3,21420,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2015,2015,m3,1,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1872,Sawnwood,2016,2016,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2016,2016,m3,17600,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2016,2016,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1872,Sawnwood,2017,2017,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2017,2017,m3,19638,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2017,2017,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1872,Sawnwood,2018,2018,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2018,2018,m3,21759,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2018,2018,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1872,Sawnwood,2019,2019,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2019,2019,m3,28685,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2019,2019,m3,8,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1872,Sawnwood,2020,2020,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2020,2020,m3,30063,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2020,2020,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1872,Sawnwood,2021,2021,m3,0,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5616,Import Quantity,1872,Sawnwood,2021,2021,m3,49623,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5916,Export Quantity,1872,Sawnwood,2021,2021,m3,264,E,Estimated value,
FO,Forestry Production and Trade,234,Faroe Islands,5516,Production,1872,Sawnwood,2022,2022,m3,0,E,Estimated value,
